X;Y;Z
14.66;1.03;2.13
19.85;0.92;2.15
19.22;0.88;6.06
17.86;2.35;6.83
13.3;2.03;6.55
10.54;1.03;2.12
17.26;1.12;6.51
17.21;1.78;6.67
18.47;0.74;2.14
18.46;1.08;1.92
14.69;1.18;6.33
20.67;1.03;6.27
10.06;2.33;6.65
15.7;1.4;6.49
13.91;1.83;1.78
10.99;2.01;1.9
10.46;1.06;2.31
21.2;2.37;1.22
12.62;2.31;6.62
19.88;1.38;6.36
18.48;1.63;1.67
18.52;1.09;2.07
19.83;1.48;1.77
11.84;0.75;5.72
10.89;1.99;6.46
11.11;1.32;2.14
18.34;0.18;2.19
22.53;1.63;1.29
16.5;1.19;1.68
22.77;0.54;6.72
17.28;0.17;1.93
13.94;0.74;2.28
19.19;0.58;2.24
10.81;2.08;6.49
15.94;1.67;6.66
10.71;0.36;6
20.69;1.6;6.52
15.27;1.04;6.46
16.77;1.83;6.64
17;1.93;6.66
11.19;1.81;1.91
17.37;2.75;1.4
13.33;1.74;6.33
15.29;0.77;6.33
15.34;2.27;6.69
15.96;1.97;6.5
18.09;2.38;1.41
12.88;2.07;6.5
16.14;1.83;6.6
16.72;0.73;1.69
10.46;2.4;1.74
12.54;0.94;5.68
12.71;1.69;6.3
15.29;2.38;1.52
18.37;2.75;1.36
16;0.73;6.49
10.34;1.85;1.92
15.29;1.55;6.58
15.2;1.13;6.48
13.95;1.7;1.83
21.5;1.75;6.69
17.17;2.09;1.45
13.27;1.59;2.02
11.03;0.46;2.34
18.41;2.34;1.37
18.45;1.51;1.72
14.67;1.12;6.3
12.7;2.34;6.47
11.89;2.19;6.5
15.33;1.67;6.38
19.91;2.49;6.83
22.73;1.27;1.2
18.48;1.38;6.34
13.29;1.38;6.04
17.23;1.38;6.32
15.2;1.1;1.78
9.95;0.66;2.06
13.96;0.79;2.24
10.63;1.78;6.47
18.47;2.18;1.44
17.99;1.96;6.73
19.24;1.56;6.46
14.02;1.42;6.31
18.41;2.4;1.36
11.16;0.62;2.45
18.39;0.7;2.01
13.31;0.72;2.6
9.97;1.03;6.38
11.88;2.07;1.81
22.49;0.76;1.41
10.63;0.14;2.22
10.47;1.68;1.91
15.01;2.04;1.54
18.57;0.53;6.04
18.51;2.4;1.35
14.52;0.79;6.23
21.94;0.91;6.62
16.59;1.4;6.55
10.44;1.01;2.27
21.38;0.5;1.8
13.4;0.67;5.77
16.12;3.03;1.45
21.36;1.98;6.84
18.76;0.92;1.97
10.05;1.07;6.33
19.96;2.01;6.73
16.26;1.32;1.75
16.01;1.22;1.74
17.26;1.94;6.52
22.54;1.84;6.92
21.2;2.23;1.27
21.84;0.71;1.54
17.84;1.06;6.19
17.32;2.43;1.41
10.71;0.28;5.99
9.97;0.76;6.29
12.54;1.4;6.01
18;1.9;6.6
22.58;0.5;6.66
18.46;1.69;1.89
22.51;1.7;1.25
9.88;1.68;1.86
18.49;2.4;1.61
14;2;1.68
15.19;0.98;1.81
17.22;1.4;6.58
14.58;1.46;1.89
19.31;1.03;6.12
17.23;2.81;1.4
12.64;0.79;5.64
9.94;1.47;6.47
13.44;1.5;2.15
13.94;1.09;2.15
22.57;0.77;6.79
10.45;1.07;2.08
20.55;2.34;1.34
14.74;0.72;6.11
19.84;1.41;1.81
15.75;1.58;6.57
22.61;0.61;6.65
22.5;2.2;1.18
21.19;1.58;1.59
17.19;0.76;6.23
14.96;0.69;1.99
12.63;1.58;6.07
14.69;1.99;6.66
19.46;0.12;5.82
18.47;0.73;2.14
17.17;2.09;1.46
21.86;1.08;1.46
13.9;1.21;2.1
17.09;1.02;6.41
15.93;1.4;6.6
18.08;3;1.36
20.6;2.16;6.83
19.78;2.35;1.48
10.09;1.96;1.89
14.58;0.92;2.01
11.29;2.08;6.55
19.32;2.03;6.63
21.22;1.48;1.52
21.75;2;1.25
17.13;1.55;1.72
18.48;1.37;1.79
18.58;1.38;6.42
18.63;1.61;1.74
10.61;1.99;6.56
15.21;1.82;1.61
11.57;2.44;6.6
11.92;1.65;2.06
16.39;1.04;6.45
13.33;1.94;6.5
21.26;0.78;1.8
10.59;1.19;6.3
16.48;0.45;1.86
13.27;0.75;5.78
16.61;1.69;6.67
10.55;2.24;1.73
13.97;0.48;2.39
10.07;0.35;6.21
10.54;1.37;6.36
10.85;0.11;2.29
20.12;2.96;1.27
19.26;1.53;6.44
15.77;1.68;1.66
18.39;0.83;1.94
15.3;1.68;6.37
15.98;2.84;6.79
22.39;1.68;1.26
19.83;2.4;1.32
16.56;1.01;6.32
21.16;2.31;1.41
17.21;1.36;6.33
16.99;1.5;6.61
10.63;0.51;6.07
11.85;1.04;2.43
20.99;2.96;6.93
17.89;1.6;6.39
9.95;0.57;2.08
15.84;1.46;1.64
20.55;1.22;1.81
17.17;1.54;1.62
18.54;1.2;6.22
13.29;1.43;2.2
11.14;2.29;1.78
17.3;0.75;6.41
19.27;2.35;6.84
10.62;2.33;6.61
17.23;0.48;6.33
19.93;0.92;2.23
10.03;2.32;6.49
14.63;1.96;6.65
20.51;2.38;6.89
16.96;1.12;1.68
10.03;1.67;6.44
17.49;2.15;6.73
16.01;1.97;6.73
15.9;1.32;6.4
13.96;1.15;2.13
15.34;2.31;6.62
12.58;1.45;6.04
14.12;1.72;1.89
18.4;0.9;6.14
14.51;2.86;6.82
13.35;1.07;2.56
17.88;1.62;6.59
11.93;1.02;2.45
15.31;2.02;6.72
20.57;1.32;1.75
15.99;1.25;6.47
17.11;0.92;6.38
10.33;1.93;1.84
9.96;1.43;6.45
22.79;0.83;6.84
11.74;2.23;1.81
22.48;1.03;1.34
21.5;0.27;6.34
20.56;0.73;2.03
22.47;1.66;1.25
20.55;1.33;1.75
15.28;0.8;6.37
15.09;1.09;1.9
15.84;0.98;1.93
13.74;2.79;1.58
21.36;2.76;6.96
12.63;1.38;6.07
19.31;2.41;6.86
17.24;1.07;6.49
13.28;0.61;5.7
22.4;1.07;1.38
10.78;2.47;1.73
22.61;1.94;6.94
18.5;2.37;1.37
12.89;1.45;2.13
18.64;2.63;1.3
11.56;1.85;6.4
14.87;0.68;6.21
10.04;1.04;6.36
17.15;0.97;1.94
10.31;2;6.56
16.16;1.17;6.54
10.53;1.34;6.33
18.73;0.73;2.06
20.63;2.27;6.86
17.19;1.7;1.58
21.98;1.54;6.76
15.91;1.83;6.7
13.64;2.71;1.59
18.49;2.36;1.59
20.91;0.92;6.4
15.33;1.01;6.26
11.76;2.77;1.66
12.57;1.13;2.4
19.94;1.67;6.53
11.84;0.76;2.67
15.33;1.63;6.61
15.85;0.74;6.48
20.7;1.59;6.46
13.45;0.77;5.84
10.97;0.66;2.46
19.96;2.09;6.77
17.24;0.46;6.33
18.78;1.31;1.8
18.51;1.44;1.76
13.92;1.12;2.12
21.29;1.67;1.44
22.62;1.67;6.89
10.47;0.95;2.29
12.63;2.38;6.42
10.71;1.76;2
15.78;1.04;1.73
15.4;2.44;6.81
13.77;2.17;1.65
16.49;0.76;1.99
14.75;0.77;6.21
15.94;0.53;6.36
15.96;1.93;6.72
13.98;1.74;1.81
15.41;2.38;1.51
13.95;0.47;2.42
17.77;0.57;2.1
13.32;0.79;2.61
14.68;0.72;6.05
13.8;1.71;1.91
13.97;1.02;6.1
17.46;0.66;6.33
13.28;0.98;2.41
17.24;1.73;6.67
15.15;1.37;1.74
19.19;1.03;6.14
19.25;0.82;5.94
10.04;2.41;6.66
14.65;1.37;6.43
11.77;2.12;1.82
18.47;1.46;1.85
16.78;1.22;6.49
18.76;0.43;5.98
11.21;0.69;5.85
10.64;1.35;6.23
18.58;2.07;1.51
15.86;1.43;1.71
17.28;0.17;1.92
22.48;2.24;1.14
12.64;1;5.82
11.18;1.7;1.97
11.24;1.42;6.17
9.99;0.37;6.23
19.89;1.64;1.67
18.6;1.31;6.23
20.59;2.37;6.66
14.01;0.64;2.45
21.33;2.51;6.95
18.57;2.36;1.37
17.57;2;1.55
17.24;1.15;6.51
12.59;1.68;6.29
20.76;1.99;6.68
21.18;1.62;1.48
14.48;0.3;6.05
14.6;0.93;2
19.34;1.4;6.33
17.24;1.68;6.65
13.23;0.18;5.59
17.81;1.2;1.91
21.58;1.7;6.81
13.23;2.07;1.74
22.75;2.14;6.93
12.62;2.28;1.76
16.46;0.64;1.92
21.55;0.95;6.62
21.84;1.71;1.32
13.35;1.68;6.3
9.82;2;1.78
14.64;2.19;6.72
18.5;2.37;1.6
10.47;0.98;2.12
18.58;1.93;6.48
11.92;2.3;1.72
17.27;0.41;1.95
19.89;0.7;6.01
18.51;2.2;1.46
15.92;0.55;6.43
17.96;2.28;6.82
20.56;1.19;1.91
13.27;1.67;1.97
11.18;1.04;2.28
19.37;1.76;6.5
13.32;1.88;6.45
13.31;1.95;6.5
17.83;0.68;2.12
11.24;1.05;2.28
17.75;0.78;2.15
15.11;2.55;6.82
12.57;1.96;1.84
16.59;2.37;6.83
15.3;0.87;6.39
15.91;2.35;1.44
22.61;1.8;6.91
12.63;1.36;6.07
11.1;1.32;2.31
22.3;2.58;1.1
16.53;0.62;1.91
13.98;1.9;1.74
16.47;1.84;1.57
11.86;0.7;5.75
20.68;1.52;6.43
11.85;1.99;1.84
11.3;0.61;2.55
17.27;1.92;6.73
17.24;1.16;6.52
14.02;1.35;2.02
17.9;1.59;6.57
12.03;0.7;2.66
10.57;1.03;2.13
21.53;0.92;6.45
10.48;3;1.7
17.27;1.84;6.57
18.02;2.4;6.85
11.88;2.25;1.74
15.28;2.36;6.58
17.9;1.44;6.45
18.55;1.86;6.5
11.92;0.71;5.74
16.07;2.89;6.84
10.51;1.37;6.36
10.58;0.47;6.03
15.03;1.09;1.89
10.09;1.65;6.38
21.9;2.18;6.94
16.9;2.74;6.82
16.69;2.38;6.84
12.61;0.73;2.62
17.55;0.74;1.96
13.91;1.95;1.72
18.48;1.37;1.8
17.16;2.06;1.46
12.66;1.46;6.13
15.86;2.36;1.44
16.54;1.35;1.65
15.92;0.57;6.44
21.17;1.98;6.82
11.18;0.76;2.39
20.72;1.68;6.52
10.01;2.77;1.66
20.73;1.06;6.3
18.33;0.66;2.13
17.23;1.03;1.78
17.85;1.15;1.8
13.1;1.96;6.45
11.8;0.46;2.76
14.6;2.32;1.53
11.55;2.91;6.67
16.48;0.44;1.84
11.14;0.54;2.58
14.17;0.51;2.14
18.31;0.41;2.18
21.92;2.26;6.96
21.71;0.33;1.67
18.47;1.67;1.65
15.87;1.01;1.74
20.64;1.56;6.55
14.64;0.74;6.25
10.51;0.81;2.21
15.3;2.12;6.74
15.93;1.85;1.58
22.71;2.29;1.18
17.77;1.24;1.79
21.16;1.4;1.6
12.35;2.19;6.54
12.6;2.25;6.6
15.23;1.8;1.69
13.29;0.89;2.49
19.31;1.66;6.52
12.2;2.74;1.66
9.94;0.92;6.35
18.18;0.12;1.97
21.36;0.52;6.33
15.84;2.23;1.54
11.85;1.49;2.2
17.9;1.56;6.57
13.82;1.22;2.16
15.89;1.29;6.57
20.7;1.64;6.56
13.43;1.38;6.17
12.63;1.09;5.9
21.94;1.36;6.75
17.91;2.34;6.83
22.54;1.28;6.77
16.5;1.65;1.58
18.68;0.73;6.12
15.99;0.73;6.46
16.57;1.89;6.72
15.94;1.04;6.54
15.95;1.91;6.72
20.73;0.92;6.1
17.24;1.8;6.57
22.51;1.96;6.9
10.53;1.28;6.21
21.69;1.18;1.57
14.8;0.4;1.88
15.88;1.17;6.56
19.26;1.52;6.34
13.95;1.73;1.89
22.59;1.1;6.83
10.5;0.31;2.33
13.78;0.42;2.5
13.05;1.05;5.96
20.64;0.54;2.12
11.31;2.34;6.63
17.22;0.76;6.19
21.85;0.61;1.56
21.31;1.32;6.58
16.15;2.66;6.79
15.27;1.47;6.57
15.28;1.07;6.47
16.58;1.09;6.55
15.94;1.32;6.38
22.52;2.38;1.32
11.88;1.55;2.11
15.23;1.22;1.75
14.58;1.27;6.39
11.97;2.48;1.67
19.9;0.83;2.26
18.56;2.39;1.54
10.72;2.91;6.65
16.68;1.29;6.65
12.64;0.82;5.67
15.9;1.12;6.55
14.68;0.49;6.17
12.54;0.83;5.67
13.52;1.03;5.87
17.25;0.6;6.37
15.38;2.39;6.73
22.46;2.36;1.33
18.76;2.43;1.4
17.97;2.29;6.67
15.19;1.08;1.81
14.7;1.3;6.43
22.48;1.66;1.25
22.57;1.73;6.89
11.26;1.37;6.21
16.13;2.12;6.73
21.53;0.57;6.41
15.27;2.21;6.72
15.87;0.98;1.92
17.91;2.05;6.76
14.64;0.57;6.19
15.85;1.01;1.74
18.5;2.17;1.44
14.67;0.73;6.25
18.46;0.81;2.16
22.49;2.46;1.12
21.2;2.22;1.32
11.22;0.57;5.8
15.11;1.38;1.76
21.21;1.62;1.47
10.1;2.03;1.75
21.63;0.52;1.64
15.31;0.78;1.91
14.68;0.71;6.05
11.06;0.23;2.56
16.69;1.74;1.64
15.23;1.6;6.59
12.64;2.11;6.55
10.51;2.02;1.78
12.41;0.31;5.52
17.93;2.22;6.8
22.6;1.82;6.92
22.56;0.74;6.78
13.23;2.13;1.75
21.32;0.78;6.42
17.41;2.17;6.8
16.22;2.44;1.44
12.35;1.03;2.52
21.3;0.93;1.83
22.59;1.14;6.83
13.75;2.79;1.57
21.81;1.96;1.26
19.26;0.96;5.96
19.25;1.58;6.3
18.35;2.82;1.36
14.64;0.49;6.15
10.56;1.94;6.54
10.61;0.57;6.04
17.9;1.39;6.5
18.48;0.93;2.02
19.84;1.53;1.74
15.47;2.56;6.76
10.54;2.37;1.7
17.15;1.54;1.62
14.58;0.8;2.09
18.02;2.71;6.84
21.3;1.34;6.44
15.83;0.91;1.85
18.8;0.74;6.01
13.93;1.18;2.1
14.36;2.31;1.53
16.5;1.13;1.69
21.85;1.15;1.44
17.16;1.35;1.67
11.85;1.47;2.21
22.66;1.6;1.34
22.65;1.28;6.85
21.33;2;6.84
19.92;2;6.72
12.51;1.53;6.12
14.59;1.44;1.89
19.13;2.89;6.92
10.53;1.07;2.31
10.63;2.23;6.61
13.33;1.13;6
17.79;0.48;2.07
16.65;1.64;6.65
15.4;1.7;6.63
21.3;1.91;6.8
15.83;1.52;6.52
17.82;1.05;6.23
15.89;2.21;1.51
19.39;0.33;5.93
21.16;1.52;1.63
21.84;1.07;1.47
21.83;1.33;1.41
16.6;0.99;6.35
15.83;1.1;1.71
12.59;2.65;1.66
22.47;2.35;1.13
17.15;1.69;1.83
21.96;2.31;1.23
17.13;0.94;1.8
13.34;2.19;6.61
15.92;0.77;6.49
13.45;0.58;5.74
15.22;1.93;1.58
20.47;0.61;6.04
11.29;2.79;1.69
21.32;1.36;6.39
15.19;0.48;1.94
14.56;1.62;1.94
19.18;1.07;6.19
15.92;0.65;6.46
19.24;1.59;6.48
12.93;1.83;6.39
15.93;1.86;6.7
21.23;1.32;6.57
17.75;0.61;2.06
15.28;1.34;1.89
11.03;0.21;5.87
14.56;2.17;1.57
15.78;1.7;1.6
15.2;0.61;6.36
15.29;0.8;1.82
10.55;1.63;1.93
15.7;0.73;6.54
22.6;1.14;6.75
15.91;1.78;6.67
21.96;2.27;6.96
22.56;2.39;1.12
13.31;2.01;6.54
15.92;0.77;6.26
14.01;0.61;2.44
12.66;0.89;5.66
16.5;1.03;1.7
14.02;2;1.8
15.32;1.34;6.54
15.97;0.62;6.4
20.59;2.21;6.78
17.83;1.67;6.55
21.77;2.99;7
21.28;1.75;6.73
9.75;0.21;6.43
9.78;1.02;6.34
15.69;0.45;1.89
10.34;0.56;6.32
9.99;1.62;6.49
16.53;1.05;6.45
20.58;1.07;1.88
21.25;2.39;6.89
15.98;1.88;6.71
10.54;2.26;1.73
22.57;0.69;6.77
19.53;2.18;6.75
16.03;1.52;1.69
15.24;1.8;6.65
22.76;0.38;6.74
18.43;1.04;1.95
17.26;1.69;6.62
21.22;2.32;1.23
17.66;1.16;6.39
11.23;2.25;1.75
11.11;0.72;2.4
17.98;0.54;6.31
17.23;2.32;1.4
10.41;2.92;1.71
10.51;0.76;6.18
15.85;1.53;1.63
10.72;1.88;6.51
17.87;1.24;1.77
17.81;0.66;6.38
15.85;2.37;1.44
22.77;1.57;1.16
16.59;0.79;6.45
18.43;0.96;2.05
15.32;1.56;6.59
11.1;0.26;2.57
10.94;0.64;2.4
14.05;3.03;1.54
20.59;2.23;6.84
15.3;1.43;6.56
14.69;1.39;6.45
10.06;1.13;2.06
15.27;2.27;6.65
10.29;0.61;6.36
13.43;0.17;2.55
11.21;2.34;1.75
13.24;1;5.96
11.92;1.76;6.35
19.12;1.28;6.33
22.55;2.92;6.98
15.89;1.29;6.42
14.65;0.57;6.18
10.51;0.82;2.27
11.87;1.96;6.44
16.46;1.91;1.67
17.26;1.85;6.56
16.05;1.29;6.59
22.53;0.78;6.78
22.7;2.2;6.95
15.9;2.99;1.46
15.96;1.17;6.57
10.67;2.55;1.7
16.51;1.65;1.58
17.21;2.38;1.39
21.93;2.11;6.93
18.56;0.5;6.03
18.46;0.82;2.09
13.22;2.36;1.64
17.31;1.35;6.52
17.57;2.44;6.83
13.3;1.69;1.95
14.52;2.28;1.54
13.23;1.68;1.97
16.2;1.99;6.67
21.37;1.65;6.7
17.44;1.69;6.59
15.35;1.06;6.42
11.84;1.59;2.24
21.77;0.35;1.67
21.02;2.08;6.76
9.95;1.33;1.95
12.65;1.65;6.05
18.47;2.2;1.46
16.29;0.21;1.81
17.52;1.96;6.67
11.27;2.34;6.45
19.18;1.13;1.98
15.28;0.74;6.35
14.66;0.51;6.16
21.35;0.76;6.43
13.35;1.12;5.92
21.18;1.67;1.46
18.52;1.65;1.66
13.14;0.81;5.85
15.72;2.01;6.68
15.29;0.73;6.35
16.55;1.62;6.58
20.57;1.09;6.27
21.5;0.92;6.46
9.67;2.24;6.6
17.22;2.28;1.54
21.27;0.82;1.83
22.04;1.06;6.64
9.97;2.04;6.6
14.65;0.5;6.1
14.99;1.21;6.51
10.6;1.08;2.12
22.5;0.97;1.35
11.13;0.66;2.6
18.54;1.63;1.67
20.66;1.02;6.27
9.96;1.42;6.46
17.82;0.73;1.93
9.71;0.27;2.04
17.97;1.48;6.42
22.56;1.39;6.84
13.55;2.1;6.53
17.24;0.54;6.27
15.34;0.41;6.3
19.25;1.03;6.16
15.75;0.38;6.39
15.92;0.64;6.46
15.3;2.23;1.56
13.3;1.17;6.01
21.24;1.34;1.57
15.84;0.74;1.83
16.57;2.3;6.82
9.8;0.45;6.3
18.44;0.91;2.12
17.2;2.19;1.44
21.51;1.21;6.66
20.05;2.57;1.32
9.74;0.83;6.49
18.67;1.12;1.93
18.61;0.32;2.23
16.61;2.23;6.81
15.15;0.62;1.94
17.17;2.38;1.39
14.69;1.67;1.74
21.86;1.95;1.48
22.53;1.39;6.73
21.19;0.6;1.74
22.37;1.4;6.77
10.54;2.29;1.89
13.34;0.73;5.79
11.2;1.76;1.94
17.11;0.94;1.91
11.2;1.78;2.03
13.85;1.99;1.71
16.53;0.65;1.78
22.52;1.06;6.81
14.6;1.59;1.95
15.29;0.78;1.84
9.91;1.95;1.79
12.57;1.29;2.29
16.63;1;6.42
20.49;1.3;1.78
13.27;1.39;2.18
17.06;0.59;1.86
21.46;1.12;1.65
10.97;0.47;2.47
22.75;2.36;1.16
14.7;1.35;6.21
15.04;2.67;6.76
19.24;2.19;6.78
18.49;1.04;1.95
11.93;1.36;6.1
22.46;1.08;1.53
22.34;0.99;6.79
11.25;2.34;6.52
18.57;1.29;6.38
10.53;1.69;1.9
17.09;1.01;1.76
9.8;0.7;6.36
11.11;1.34;2.16
15.34;0.99;6.37
22.46;1.33;1.29
18.61;2.72;1.36
13.34;0.36;2.72
13.96;1.21;2.2
10.06;0.65;2.16
18.77;1.03;6.18
22.53;2.34;1.3
10.62;1.69;1.92
14.03;0.73;2.24
20.59;1.3;1.95
16.51;0.55;1.85
19.7;0.54;2.29
15.95;1.33;6.59
12.62;1.39;2.22
17.92;2.22;6.8
17.17;1.59;1.77
20.65;1.66;6.39
12.66;2.24;6.49
10.48;0.73;2.24
16.56;1.84;1.62
18.5;2.34;1.37
17.26;1.8;6.59
15.34;0.98;6.31
17.39;2.51;1.39
18.49;2.09;1.45
22.52;1.63;1.26
21.3;1.19;6.46
10.54;2.07;1.77
15.73;2.92;6.79
17.9;1.67;6.61
15.95;1.73;6.67
17.36;1.98;6.75
13.94;1.73;1.83
15.91;1.48;1.69
16.03;1.35;6.6
15.33;1.58;6.59
19.83;2.37;1.33
21.24;1.89;6.73
9.95;1.63;6.49
17.88;0.97;1.88
22.07;0.45;6.56
19.24;0.77;5.94
16.67;2.35;6.65
13.93;1.88;1.75
11.13;1.37;2.36
13.24;2.15;1.79
11.96;1.77;6.28
22.59;0.65;6.76
12.68;2.71;1.64
21.85;1.34;1.41
10.06;1.95;6.52
9.94;0.88;6.3
9.86;1.35;1.92
10.54;0.75;6.19
19.25;1.45;6.31
16.91;2.1;6.85
16.12;1.19;6.61
21.89;1.03;6.64
11.9;0.49;5.61
19.88;0.99;2.06
20.64;1.25;1.91
12.49;0.4;5.48
16.6;0.78;1.81
14.17;0.65;2.31
22.49;1.96;6.92
15.91;0.42;6.4
10.61;2;6.56
15.29;0.94;6.42
17.81;1.77;1.57
20.8;2.04;6.75
13.33;1.89;6.47
16.56;2.36;6.64
12.44;2.85;1.64
15.17;0.72;1.87
9.92;1.16;1.98
19.29;2.31;6.82
18.51;0.67;2.2
10.58;1.12;6.23
11.25;1.87;1.88
10.01;2.24;6.63
17.9;1.52;6.55
10.52;1.41;2
15.15;0.17;6.32
15.94;2;6.74
20.59;1.01;6.24
19.7;1.94;6.59
17.7;1.5;6.55
13.31;1.16;6.01
15.88;0.68;6.32
12.64;1.07;5.88
20.42;2;1.41
13.37;1.14;6.01
20.51;2.09;6.75
13.8;2.27;1.65
10.44;2.67;1.73
14.79;1.67;6.58
14.57;0.74;6.19
19.25;1.41;6.37
15.25;1.61;6.6
17.27;1.19;6.45
22.47;2.74;7.04
18.58;2.74;6.85
14.66;1.93;6.64
15.33;1.06;6.48
22.59;0.56;6.74
9.97;2.05;6.6
22.56;1.01;1.33
20.23;2.18;1.39
14.57;1.93;6.63
14.56;2.51;6.77
13.35;1.34;6.13
18.55;1.38;1.91
13.18;0.74;5.68
11.98;0.5;2.75
15.34;0.88;6.37
13.88;2.39;6.71
13.35;0.53;5.66
14.86;0.65;6.28
10.75;2.28;1.79
18.47;2.89;1.35
19.16;1.74;1.63
18.37;1.75;6.51
17.27;0.57;6.36
19.94;1.67;6.53
18.02;2.37;6.83
13.35;0.57;5.7
9.75;1.57;1.94
15.75;1.53;6.53
15.02;0.85;1.85
12.64;1.54;6.18
15.29;2.3;6.78
13.25;2.51;6.65
16.01;0.75;6.46
14.66;1.08;6.31
18.73;2.39;1.4
21.35;1.2;6.55
15.89;1.68;6.66
21.22;0.97;1.72
10.47;0.73;2.26
14.01;1.34;2.09
15.95;1.9;6.71
15.89;1.27;6.54
18.48;0.87;2.05
22.55;1.4;6.84
17.25;2.32;6.8
14.68;0.55;6.19
16.58;1.35;6.6
10.54;1.95;6.53
11.63;1.67;2.09
9.91;1.03;1.97
11.79;0.99;2.61
20.65;1.53;6.52
13.27;1.36;6.12
18.44;1.04;2.17
19.91;1.42;6.39
15.19;0.51;1.93
10.55;2.11;1.78
15.67;2.43;1.51
15.41;2.07;6.64
18.65;1.05;2
9.92;1.89;1.81
10.55;2.05;1.78
15.95;1.87;6.71
15.65;1.85;6.7
17.24;1.78;6.61
19.88;0.73;6
13.98;2.11;6.64
12.63;1.07;5.64
18.47;0.78;2.11
14.71;1.33;6.41
11.85;0.91;2.53
12.57;0.61;2.7
15.14;0.92;1.83
16.56;1.87;1.61
13.95;1.07;2.18
12.67;1.5;6.11
10.6;0.49;6.05
10.49;1.05;2.31
19.83;1.53;1.84
17.17;2.28;1.41
17.11;0.97;1.85
15.21;2.98;6.78
21.86;0.47;1.6
17.92;1.08;6.39
17.7;1.69;6.55
17.85;1.63;6.49
15.95;1.82;6.7
19.04;0.12;5.89
17.3;0.99;1.83
21.87;1.39;1.39
12.92;0.69;5.8
18.6;1.34;6.4
15.15;1.13;6.37
22.49;0.76;1.41
11.2;1.04;2.28
20.7;1.72;1.56
11.82;0.77;2.63
13.36;1.96;6.32
18.48;0.92;2.14
14.17;1.21;1.97
10.62;2.31;6.61
15.93;1.83;6.58
19.83;1.75;1.6
9.72;0.94;6.49
15.86;3.03;1.46
17.24;1.75;6.68
20.7;0.75;6.09
11.86;0.58;5.59
12.54;1.64;6.26
11.92;1.08;5.91
19.97;0.67;5.82
20.72;0.78;6.12
19.22;1.99;6.7
13.46;2.04;1.76
18.47;0.77;2.12
22.03;0.18;6.53
10.97;1.88;1.94
21.07;1.08;6.43
21.78;1.35;1.42
17.13;1.05;1.98
10.86;2.95;6.65
15.96;1.74;6.6
21.85;1.33;1.41
15.34;2.84;1.49
14.65;2;6.66
17.26;2.39;6.79
21.4;2.43;1.25
13.38;1.79;6.33
16.51;1.11;1.75
17.55;2.58;6.82
14.49;0.13;2.24
11.33;1.03;6.03
10.56;1.72;6.47
9.99;1.08;6.18
15.18;0.51;1.93
21.35;0.46;6.29
19.6;2.89;1.3
13.33;1.24;5.93
11.94;0.84;2.47
16.25;2.04;1.55
10.61;1.67;1.96
9.99;1.36;1.95
19.9;2.37;1.33
15.86;1.36;6.58
15.29;1.66;6.41
22.54;0.54;6.73
14.67;1.95;6.65
12.67;1.45;6.13
11.9;1.19;5.91
22.61;0.31;1.44
17.9;1.48;6.54
17.81;1.93;1.51
20.65;1.46;6.48
19.94;1.72;6.55
22.26;2.7;6.98
18.49;2.08;1.45
15.32;0.49;1.95
16.03;1.99;6.74
15.82;1;6.54
11.93;1.93;6.46
17.21;1.82;6.65
19.95;1.67;6.51
13.93;0.73;2.28
17.23;0.72;6.42
12.63;2.14;6.52
11.21;3.03;1.67
16.58;0.98;6.51
15.9;0.76;6.49
15.15;0.6;1.91
13.39;1.92;6.35
11.18;1.72;2.02
20.58;1.13;1.92
10.12;2.95;6.69
15.9;2.3;1.45
20.63;1.59;6.4
11;1.16;6.11
15.06;0.55;6.35
22.02;1;6.51
22.58;1.31;6.84
13.9;1.93;1.73
13.94;1.1;2.13
15.84;0.75;6.48
16.41;2.01;1.49
15.27;0.74;6.35
13.72;1.76;1.92
15.35;1.64;6.52
19.76;1.02;2.14
16.44;1.74;1.56
12.53;0.58;2.79
17.87;1.03;6.37
12.56;1.89;1.89
21.06;2.37;1.23
14.15;1.8;1.85
22.43;1.66;1.26
19.86;2.19;1.39
10.53;1.01;2.13
9.97;2.19;6.62
14.57;1.06;1.95
19.92;0.92;2.13
16.73;1;6.6
17.88;2.31;6.67
22.47;1.74;6.79
11.88;0.73;5.76
13.21;2.27;1.8
10.54;2.1;1.79
11.18;1.65;1.99
10.52;1.65;1.92
17.82;1.18;1.87
21.3;0.99;1.88
21.89;1.34;1.4
11.81;0.9;2.62
22.75;1.08;6.75
17.11;2.38;1.39
16.58;0.77;6.43
21.19;1.6;1.48
14.68;1.83;6.47
14.71;1.2;6.32
10.53;1.33;2.02
22.47;2.11;1.16
12.63;1.37;2.4
16.63;0.3;1.86
18.48;2.09;1.49
11.87;1.67;2.03
22.57;1.8;6.82
14.01;1.07;6.14
16.03;1.95;6.72
12.42;2.89;6.68
22.45;2.38;1.12
18.52;2.38;1.37
11.93;0.78;5.79
22.34;3.01;1.13
9.91;1.02;6.39
15.94;1.38;6.59
14.02;0.65;2.44
21.94;1.58;6.79
14.72;2;6.45
17.26;1.73;6.6
19.79;2.41;1.31
10.56;0.39;6.06
11.12;0.86;5.97
14.7;0.73;6.04
19.25;1.05;6.17
18.96;2.43;6.81
15.89;1.93;6.67
15.76;1.06;1.75
19.77;2.33;1.34
20.58;2.41;6.91
